subject,theoretically_best_scores,variable,val,delta,Method
821,0.562,q_learning_scores,0.436,0.12600000000000006,Q Learning
822,0.934,q_learning_scores,0.854,0.08000000000000007,Q Learning
823,0.559,q_learning_scores,0.53,0.029000000000000026,Q Learning
824,0.986,q_learning_scores,0.986,0.0,Q Learning
825,0.735,q_learning_scores,0.558,0.17699999999999994,Q Learning
826,0.988,q_learning_scores,0.927,0.06099999999999994,Q Learning
827,0.73,q_learning_scores,0.656,0.07399999999999995,Q Learning
828,0.983,q_learning_scores,0.926,0.05699999999999994,Q Learning
829,0.923,q_learning_scores,0.877,0.04600000000000004,Q Learning
830,0.948,q_learning_scores,0.896,0.051999999999999935,Q Learning
831,0.785,q_learning_scores,0.732,0.05300000000000005,Q Learning
832,0.873,q_learning_scores,0.866,0.007000000000000006,Q Learning
833,0.793,q_learning_scores,0.707,0.08600000000000008,Q Learning
834,0.737,q_learning_scores,0.718,0.019000000000000017,Q Learning
835,0.752,q_learning_scores,0.659,0.09299999999999997,Q Learning
836,0.69,q_learning_scores,0.668,0.02199999999999991,Q Learning
837,0.977,q_learning_scores,0.96,0.017000000000000015,Q Learning
838,0.977,q_learning_scores,0.91,0.06699999999999995,Q Learning
839,0.411,q_learning_scores,0.296,0.11499999999999999,Q Learning
840,0.744,q_learning_scores,0.587,0.15700000000000003,Q Learning
841,0.766,q_learning_scores,0.609,0.15700000000000003,Q Learning
842,0.987,q_learning_scores,0.775,0.21199999999999997,Q Learning
843,0.743,q_learning_scores,0.564,0.17900000000000005,Q Learning
844,0.931,q_learning_scores,0.534,0.397,Q Learning
845,0.94,q_learning_scores,0.822,0.118,Q Learning
846,0.687,q_learning_scores,0.563,0.12400000000000011,Q Learning
847,0.802,q_learning_scores,0.788,0.014000000000000012,Q Learning
848,0.806,q_learning_scores,0.794,0.01200000000000001,Q Learning
849,0.69,q_learning_scores,0.658,0.03199999999999992,Q Learning
850,0.831,q_learning_scores,0.599,0.23199999999999998,Q Learning
851,0.654,q_learning_scores,0.523,0.131,Q Learning
852,0.953,q_learning_scores,0.774,0.17899999999999994,Q Learning
853,0.875,q_learning_scores,0.747,0.128,Q Learning
854,0.619,q_learning_scores,0.52,0.09899999999999998,Q Learning
855,0.699,q_learning_scores,0.631,0.06799999999999995,Q Learning
856,0.732,q_learning_scores,0.575,0.15700000000000003,Q Learning
857,0.658,q_learning_scores,0.626,0.03200000000000003,Q Learning
858,0.706,q_learning_scores,0.632,0.07399999999999995,Q Learning
859,0.648,q_learning_scores,0.487,0.16100000000000003,Q Learning
860,0.727,q_learning_scores,0.671,0.05599999999999994,Q Learning
861,0.737,q_learning_scores,0.591,0.14600000000000002,Q Learning
862,0.832,q_learning_scores,0.776,0.05599999999999994,Q Learning
863,0.78,q_learning_scores,0.772,0.008000000000000007,Q Learning
864,0.699,q_learning_scores,0.61,0.08899999999999997,Q Learning
865,0.812,q_learning_scores,0.781,0.031000000000000028,Q Learning
866,0.868,q_learning_scores,0.862,0.006000000000000005,Q Learning
867,0.766,q_learning_scores,0.72,0.04600000000000004,Q Learning
868,0.706,q_learning_scores,0.67,0.03599999999999992,Q Learning
869,0.955,q_learning_scores,0.885,0.06999999999999995,Q Learning
870,0.85,q_learning_scores,0.787,0.06299999999999994,Q Learning
871,0.717,q_learning_scores,0.65,0.06699999999999995,Q Learning
872,0.975,q_learning_scores,0.92,0.05499999999999994,Q Learning
873,0.504,q_learning_scores,0.403,0.10099999999999998,Q Learning
874,0.797,q_learning_scores,0.785,0.01200000000000001,Q Learning
875,0.977,q_learning_scores,0.776,0.20099999999999996,Q Learning
876,0.983,q_learning_scores,0.969,0.014000000000000012,Q Learning
877,0.702,q_learning_scores,0.642,0.05999999999999994,Q Learning
878,0.701,q_learning_scores,0.67,0.030999999999999917,Q Learning
879,0.781,q_learning_scores,0.631,0.15000000000000002,Q Learning
880,0.629,q_learning_scores,0.503,0.126,Q Learning
881,0.608,q_learning_scores,0.472,0.136,Q Learning
882,0.689,q_learning_scores,0.609,0.07999999999999996,Q Learning
883,0.89,q_learning_scores,0.8,0.08999999999999997,Q Learning
884,0.982,q_learning_scores,0.951,0.031000000000000028,Q Learning
885,0.927,q_learning_scores,0.867,0.06000000000000005,Q Learning
886,0.952,q_learning_scores,0.865,0.08699999999999997,Q Learning
887,0.661,q_learning_scores,0.621,0.040000000000000036,Q Learning
888,0.536,q_learning_scores,0.41,0.12600000000000006,Q Learning
889,0.903,q_learning_scores,0.733,0.17000000000000004,Q Learning
890,0.978,q_learning_scores,0.793,0.18499999999999994,Q Learning
891,0.57,q_learning_scores,0.428,0.14199999999999996,Q Learning
892,0.97,q_learning_scores,0.829,0.14100000000000001,Q Learning
893,0.985,q_learning_scores,0.982,0.0030000000000000027,Q Learning
894,0.605,q_learning_scores,0.564,0.041000000000000036,Q Learning
895,0.862,q_learning_scores,0.853,0.009000000000000008,Q Learning
896,0.987,q_learning_scores,0.671,0.31599999999999995,Q Learning
897,0.93,q_learning_scores,0.91,0.020000000000000018,Q Learning
898,0.902,q_learning_scores,0.866,0.03600000000000003,Q Learning
899,0.645,q_learning_scores,0.488,0.15700000000000003,Q Learning
900,0.687,q_learning_scores,0.562,0.125,Q Learning
901,0.83,q_learning_scores,0.804,0.025999999999999912,Q Learning
902,0.935,q_learning_scores,0.869,0.06600000000000006,Q Learning
903,0.938,q_learning_scores,0.813,0.125,Q Learning
904,0.821,q_learning_scores,0.796,0.02499999999999991,Q Learning
905,0.623,q_learning_scores,0.515,0.10799999999999998,Q Learning
906,0.833,q_learning_scores,0.783,0.04999999999999993,Q Learning
907,0.922,q_learning_scores,0.91,0.01200000000000001,Q Learning
908,0.68,q_learning_scores,0.657,0.02300000000000002,Q Learning
909,0.739,q_learning_scores,0.663,0.07599999999999996,Q Learning
910,0.781,q_learning_scores,0.704,0.07700000000000007,Q Learning
911,0.733,q_learning_scores,0.639,0.09399999999999997,Q Learning
912,0.646,q_learning_scores,0.592,0.05400000000000005,Q Learning
913,0.746,q_learning_scores,0.738,0.008000000000000007,Q Learning
914,0.974,q_learning_scores,0.776,0.19799999999999995,Q Learning
915,0.774,q_learning_scores,0.771,0.0030000000000000027,Q Learning
916,0.947,q_learning_scores,0.917,0.029999999999999916,Q Learning
917,0.986,q_learning_scores,0.97,0.016000000000000014,Q Learning
918,0.542,q_learning_scores,0.405,0.137,Q Learning
919,0.944,q_learning_scores,0.898,0.04599999999999993,Q Learning
920,0.984,q_learning_scores,0.733,0.251,Q Learning
921,0.715,q_learning_scores,0.629,0.08599999999999997,Q Learning
922,0.922,q_learning_scores,0.87,0.052000000000000046,Q Learning
923,0.916,q_learning_scores,0.859,0.05700000000000005,Q Learning
924,0.686,q_learning_scores,0.57,0.1160000000000001,Q Learning
925,0.98,q_learning_scores,0.956,0.02400000000000002,Q Learning
926,0.98,q_learning_scores,0.907,0.07299999999999995,Q Learning
927,0.787,q_learning_scores,0.494,0.29300000000000004,Q Learning
928,0.539,q_learning_scores,0.422,0.11700000000000005,Q Learning
929,0.916,q_learning_scores,0.775,0.14100000000000001,Q Learning
930,0.672,q_learning_scores,0.524,0.14800000000000002,Q Learning
931,0.768,q_learning_scores,0.681,0.08699999999999997,Q Learning
932,0.839,q_learning_scores,0.659,0.17999999999999994,Q Learning
933,0.899,q_learning_scores,0.898,0.0010000000000000009,Q Learning
934,0.979,q_learning_scores,0.963,0.016000000000000014,Q Learning
935,0.938,q_learning_scores,0.793,0.1449999999999999,Q Learning
936,0.988,q_learning_scores,0.959,0.029000000000000026,Q Learning
937,0.693,q_learning_scores,0.683,0.009999999999999898,Q Learning
938,0.961,q_learning_scores,0.69,0.271,Q Learning
939,0.529,q_learning_scores,0.4,0.129,Q Learning
940,0.976,q_learning_scores,0.811,0.16499999999999992,Q Learning
941,0.8,q_learning_scores,0.708,0.09200000000000008,Q Learning
942,0.469,q_learning_scores,0.366,0.10299999999999998,Q Learning
943,0.718,q_learning_scores,0.656,0.061999999999999944,Q Learning
944,0.873,q_learning_scores,0.836,0.03700000000000003,Q Learning
945,0.609,q_learning_scores,0.542,0.06699999999999995,Q Learning
946,0.871,q_learning_scores,0.871,0.0,Q Learning
947,0.777,q_learning_scores,0.654,0.123,Q Learning
948,0.981,q_learning_scores,0.934,0.04699999999999993,Q Learning
949,0.819,q_learning_scores,0.693,0.126,Q Learning
950,0.757,q_learning_scores,0.627,0.13,Q Learning
951,0.985,q_learning_scores,0.807,0.17799999999999994,Q Learning
952,0.782,q_learning_scores,0.683,0.09899999999999998,Q Learning
953,0.919,q_learning_scores,0.884,0.03500000000000003,Q Learning
954,0.754,q_learning_scores,0.681,0.07299999999999995,Q Learning
955,0.797,q_learning_scores,0.792,0.0050000000000000044,Q Learning
956,0.574,q_learning_scores,0.531,0.04299999999999993,Q Learning
957,0.735,q_learning_scores,0.631,0.10399999999999998,Q Learning
958,0.976,q_learning_scores,0.953,0.02300000000000002,Q Learning
959,0.726,q_learning_scores,0.667,0.05899999999999994,Q Learning
960,0.977,q_learning_scores,0.876,0.10099999999999998,Q Learning
961,0.815,q_learning_scores,0.641,0.17399999999999993,Q Learning
962,0.8,q_learning_scores,0.757,0.04300000000000004,Q Learning
963,0.798,q_learning_scores,0.744,0.05400000000000005,Q Learning
964,0.909,q_learning_scores,0.877,0.03200000000000003,Q Learning
965,0.696,q_learning_scores,0.586,0.10999999999999999,Q Learning
966,0.911,q_learning_scores,0.773,0.138,Q Learning
967,0.912,q_learning_scores,0.74,0.17200000000000004,Q Learning
968,0.766,q_learning_scores,0.603,0.16300000000000003,Q Learning
969,0.796,q_learning_scores,0.745,0.051000000000000045,Q Learning
970,0.547,q_learning_scores,0.512,0.03500000000000003,Q Learning
971,0.6,q_learning_scores,0.454,0.14599999999999996,Q Learning
972,0.595,q_learning_scores,0.575,0.020000000000000018,Q Learning
973,0.613,q_learning_scores,0.499,0.11399999999999999,Q Learning
974,0.638,q_learning_scores,0.627,0.01100000000000001,Q Learning
975,0.828,q_learning_scores,0.755,0.07299999999999995,Q Learning
976,0.709,q_learning_scores,0.625,0.08399999999999996,Q Learning
977,0.641,q_learning_scores,0.575,0.06600000000000006,Q Learning
978,0.539,q_learning_scores,0.495,0.04400000000000004,Q Learning
979,0.958,q_learning_scores,0.608,0.35,Q Learning
980,0.71,q_learning_scores,0.597,0.11299999999999999,Q Learning
981,0.709,q_learning_scores,0.59,0.119,Q Learning
982,0.936,q_learning_scores,0.767,0.16900000000000004,Q Learning
983,0.844,q_learning_scores,0.753,0.09099999999999997,Q Learning
984,0.83,q_learning_scores,0.605,0.22499999999999998,Q Learning
985,0.985,q_learning_scores,0.939,0.04600000000000004,Q Learning
986,0.857,q_learning_scores,0.797,0.05999999999999994,Q Learning
987,0.738,q_learning_scores,0.574,0.16400000000000003,Q Learning
988,0.944,q_learning_scores,0.891,0.052999999999999936,Q Learning
989,0.874,q_learning_scores,0.569,0.30500000000000005,Q Learning
990,0.986,q_learning_scores,0.84,0.14600000000000002,Q Learning
991,0.914,q_learning_scores,0.798,0.11599999999999999,Q Learning
992,0.898,q_learning_scores,0.833,0.06500000000000006,Q Learning
993,0.743,q_learning_scores,0.659,0.08399999999999996,Q Learning
994,0.942,q_learning_scores,0.758,0.18399999999999994,Q Learning
995,0.982,q_learning_scores,0.969,0.013000000000000012,Q Learning
996,0.925,q_learning_scores,0.908,0.017000000000000015,Q Learning
997,0.728,q_learning_scores,0.572,0.15600000000000003,Q Learning
998,0.986,q_learning_scores,0.976,0.010000000000000009,Q Learning
999,0.91,q_learning_scores,0.686,0.22399999999999998,Q Learning
0,0.966,opt_time_scores,0.929,0.03699999999999992,Optimal Sampling Time
1,0.588,opt_time_scores,0.495,0.09299999999999997,Optimal Sampling Time
2,0.969,opt_time_scores,0.839,0.13,Optimal Sampling Time
3,0.98,opt_time_scores,0.967,0.013000000000000012,Optimal Sampling Time
4,0.808,opt_time_scores,0.762,0.04600000000000004,Optimal Sampling Time
5,0.709,opt_time_scores,0.558,0.1509999999999999,Optimal Sampling Time
6,0.755,opt_time_scores,0.673,0.08199999999999996,Optimal Sampling Time
7,0.766,opt_time_scores,0.69,0.07600000000000007,Optimal Sampling Time
8,0.61,opt_time_scores,0.533,0.07699999999999996,Optimal Sampling Time
9,0.885,opt_time_scores,0.853,0.03200000000000003,Optimal Sampling Time
10,0.922,opt_time_scores,0.725,0.19700000000000006,Optimal Sampling Time
11,0.629,opt_time_scores,0.621,0.008000000000000007,Optimal Sampling Time
12,0.5,opt_time_scores,0.33,0.16999999999999998,Optimal Sampling Time
13,0.813,opt_time_scores,0.677,0.1359999999999999,Optimal Sampling Time
14,0.953,opt_time_scores,0.877,0.07599999999999996,Optimal Sampling Time
15,0.985,opt_time_scores,0.961,0.02400000000000002,Optimal Sampling Time
16,0.739,opt_time_scores,0.527,0.21199999999999997,Optimal Sampling Time
17,0.804,opt_time_scores,0.722,0.08200000000000007,Optimal Sampling Time
18,0.883,opt_time_scores,0.85,0.03300000000000003,Optimal Sampling Time
19,0.831,opt_time_scores,0.795,0.03599999999999992,Optimal Sampling Time
20,0.981,opt_time_scores,0.979,0.0020000000000000018,Optimal Sampling Time
21,0.985,opt_time_scores,0.564,0.42100000000000004,Optimal Sampling Time
22,0.791,opt_time_scores,0.638,0.15300000000000002,Optimal Sampling Time
23,0.762,opt_time_scores,0.647,0.11499999999999999,Optimal Sampling Time
24,0.971,opt_time_scores,0.735,0.236,Optimal Sampling Time
25,0.957,opt_time_scores,0.871,0.08599999999999997,Optimal Sampling Time
26,0.991,opt_time_scores,0.984,0.007000000000000006,Optimal Sampling Time
27,0.604,opt_time_scores,0.593,0.01100000000000001,Optimal Sampling Time
28,0.666,opt_time_scores,0.542,0.124,Optimal Sampling Time
29,0.598,opt_time_scores,0.531,0.06699999999999995,Optimal Sampling Time
30,0.931,opt_time_scores,0.841,0.09000000000000008,Optimal Sampling Time
31,0.723,opt_time_scores,0.635,0.08799999999999997,Optimal Sampling Time
32,0.959,opt_time_scores,0.862,0.09699999999999998,Optimal Sampling Time
33,0.649,opt_time_scores,0.47,0.17900000000000005,Optimal Sampling Time
34,0.777,opt_time_scores,0.772,0.0050000000000000044,Optimal Sampling Time
35,0.833,opt_time_scores,0.544,0.2889999999999999,Optimal Sampling Time
36,0.976,opt_time_scores,0.943,0.03300000000000003,Optimal Sampling Time
37,0.951,opt_time_scores,0.873,0.07799999999999996,Optimal Sampling Time
38,0.987,opt_time_scores,0.946,0.041000000000000036,Optimal Sampling Time
39,0.986,opt_time_scores,0.843,0.14300000000000002,Optimal Sampling Time
40,0.865,opt_time_scores,0.832,0.03300000000000003,Optimal Sampling Time
41,0.485,opt_time_scores,0.416,0.069,Optimal Sampling Time
42,0.642,opt_time_scores,0.57,0.07200000000000006,Optimal Sampling Time
43,0.616,opt_time_scores,0.579,0.03700000000000003,Optimal Sampling Time
44,0.97,opt_time_scores,0.894,0.07599999999999996,Optimal Sampling Time
45,0.682,opt_time_scores,0.627,0.05500000000000005,Optimal Sampling Time
46,0.599,opt_time_scores,0.449,0.14999999999999997,Optimal Sampling Time
47,0.926,opt_time_scores,0.925,0.0010000000000000009,Optimal Sampling Time
48,0.816,opt_time_scores,0.808,0.007999999999999896,Optimal Sampling Time
49,0.646,opt_time_scores,0.613,0.03300000000000003,Optimal Sampling Time
50,0.736,opt_time_scores,0.61,0.126,Optimal Sampling Time
51,0.985,opt_time_scores,0.932,0.052999999999999936,Optimal Sampling Time
52,0.977,opt_time_scores,0.746,0.23099999999999998,Optimal Sampling Time
53,0.637,opt_time_scores,0.573,0.06400000000000006,Optimal Sampling Time
54,0.912,opt_time_scores,0.886,0.026000000000000023,Optimal Sampling Time
55,0.774,opt_time_scores,0.565,0.20900000000000007,Optimal Sampling Time
56,0.974,opt_time_scores,0.889,0.08499999999999996,Optimal Sampling Time
57,0.64,opt_time_scores,0.636,0.0040000000000000036,Optimal Sampling Time
58,0.956,opt_time_scores,0.427,0.5289999999999999,Optimal Sampling Time
59,0.645,opt_time_scores,0.639,0.006000000000000005,Optimal Sampling Time
60,0.718,opt_time_scores,0.633,0.08499999999999996,Optimal Sampling Time
61,0.808,opt_time_scores,0.782,0.026000000000000023,Optimal Sampling Time
62,0.806,opt_time_scores,0.696,0.1100000000000001,Optimal Sampling Time
63,0.82,opt_time_scores,0.71,0.10999999999999999,Optimal Sampling Time
64,0.986,opt_time_scores,0.791,0.19499999999999995,Optimal Sampling Time
65,0.817,opt_time_scores,0.778,0.038999999999999924,Optimal Sampling Time
66,0.704,opt_time_scores,0.637,0.06699999999999995,Optimal Sampling Time
67,0.922,opt_time_scores,0.911,0.01100000000000001,Optimal Sampling Time
68,0.739,opt_time_scores,0.623,0.11599999999999999,Optimal Sampling Time
69,0.854,opt_time_scores,0.782,0.07199999999999995,Optimal Sampling Time
70,0.983,opt_time_scores,0.925,0.05799999999999994,Optimal Sampling Time
71,0.729,opt_time_scores,0.59,0.139,Optimal Sampling Time
72,0.928,opt_time_scores,0.62,0.30800000000000005,Optimal Sampling Time
73,0.533,opt_time_scores,0.462,0.07100000000000001,Optimal Sampling Time
74,0.54,opt_time_scores,0.465,0.07500000000000001,Optimal Sampling Time
75,0.731,opt_time_scores,0.571,0.16000000000000003,Optimal Sampling Time
76,0.895,opt_time_scores,0.878,0.017000000000000015,Optimal Sampling Time
77,0.736,opt_time_scores,0.711,0.025000000000000022,Optimal Sampling Time
78,0.922,opt_time_scores,0.878,0.04400000000000004,Optimal Sampling Time
79,0.828,opt_time_scores,0.798,0.029999999999999916,Optimal Sampling Time
80,0.639,opt_time_scores,0.559,0.07999999999999996,Optimal Sampling Time
81,0.852,opt_time_scores,0.85,0.0020000000000000018,Optimal Sampling Time
82,0.969,opt_time_scores,0.964,0.0050000000000000044,Optimal Sampling Time
83,0.97,opt_time_scores,0.862,0.10799999999999998,Optimal Sampling Time
84,0.717,opt_time_scores,0.691,0.026000000000000023,Optimal Sampling Time
85,0.989,opt_time_scores,0.974,0.015000000000000013,Optimal Sampling Time
86,0.45,opt_time_scores,0.354,0.09600000000000003,Optimal Sampling Time
87,0.933,opt_time_scores,0.876,0.05700000000000005,Optimal Sampling Time
88,0.965,opt_time_scores,0.927,0.03799999999999992,Optimal Sampling Time
